/workspace/modded-nanogpt/snapshots/038_bs16_lr0.0022.py:27: SyntaxWarning: invalid escape sequence '\s'
  """
using device: cuda:0
Training DataLoader: total number of tokens: 180000000 across 2 files
Validation DataLoader: total number of tokens: 50000000 across 1 files
training time budget: 300.0s (5.0 single-GPU min / 1 GPUs)
step:1/5100 train_loss:16.0335 train_time:30858ms step_avg:nanms
step:2/5100 train_loss:7.9421 train_time:50276ms step_avg:nanms
step:3/5100 train_loss:9.0825 train_time:50335ms step_avg:nanms
step:4/5100 train_loss:8.4014 train_time:50395ms step_avg:nanms
step:5/5100 train_loss:8.1005 train_time:50452ms step_avg:nanms
step:6/5100 train_loss:7.8303 train_time:50510ms step_avg:nanms
step:7/5100 train_loss:7.6633 train_time:50568ms step_avg:nanms
step:8/5100 train_loss:7.8761 train_time:50626ms step_avg:nanms
step:9/5100 train_loss:7.4845 train_time:50688ms step_avg:nanms
step:10/5100 train_loss:7.4248 train_time:50746ms step_avg:nanms
step:11/5100 train_loss:7.6911 train_time:55ms step_avg:nanms
step:12/5100 train_loss:7.2497 train_time:114ms step_avg:nanms
step:13/5100 train_loss:6.8625 train_time:172ms step_avg:57.28ms
step:14/5100 train_loss:6.3883 train_time:229ms step_avg:57.35ms
step:15/5100 train_loss:7.1249 train_time:288ms step_avg:57.55ms
step:16/5100 train_loss:7.3829 train_time:345ms step_avg:57.54ms
step:17/5100 train_loss:7.4620 train_time:403ms step_avg:57.51ms
step:18/5100 train_loss:7.5751 train_time:460ms step_avg:57.45ms
step:19/5100 train_loss:7.8038 train_time:517ms step_avg:57.40ms
step:20/5100 train_loss:7.2146 train_time:574ms step_avg:57.43ms
step:21/5100 train_loss:7.1936 train_time:632ms step_avg:57.43ms
step:22/5100 train_loss:7.1488 train_time:689ms step_avg:57.45ms
step:23/5100 train_loss:7.0226 train_time:747ms step_avg:57.45ms
step:24/5100 train_loss:6.8173 train_time:804ms step_avg:57.45ms
step:25/5100 train_loss:6.7813 train_time:861ms step_avg:57.39ms
step:26/5100 train_loss:6.8637 train_time:919ms step_avg:57.43ms
step:27/5100 train_loss:6.7573 train_time:976ms step_avg:57.43ms
step:28/5100 train_loss:6.9045 train_time:1034ms step_avg:57.44ms
step:29/5100 train_loss:7.1614 train_time:1092ms step_avg:57.46ms
step:30/5100 train_loss:7.1079 train_time:1149ms step_avg:57.47ms
step:31/5100 train_loss:6.7987 train_time:1207ms step_avg:57.47ms
step:32/5100 train_loss:6.9085 train_time:1264ms step_avg:57.45ms
step:33/5100 train_loss:6.6102 train_time:1320ms step_avg:57.41ms
step:34/5100 train_loss:6.7762 train_time:1380ms step_avg:57.48ms
step:35/5100 train_loss:6.4587 train_time:1438ms step_avg:57.51ms
step:36/5100 train_loss:6.9377 train_time:1495ms step_avg:57.50ms
step:37/5100 train_loss:6.5936 train_time:1553ms step_avg:57.52ms
step:38/5100 train_loss:6.6739 train_time:1611ms step_avg:57.54ms
step:39/5100 train_loss:6.5042 train_time:1669ms step_avg:57.55ms
step:40/5100 train_loss:6.7217 train_time:1727ms step_avg:57.56ms
step:41/5100 train_loss:6.4511 train_time:1784ms step_avg:57.56ms
step:42/5100 train_loss:6.4934 train_time:1841ms step_avg:57.54ms
step:43/5100 train_loss:6.4006 train_time:1898ms step_avg:57.53ms
step:44/5100 train_loss:6.5438 train_time:1957ms step_avg:57.55ms
step:45/5100 train_loss:6.2680 train_time:2015ms step_avg:57.58ms
step:46/5100 train_loss:7.2230 train_time:2073ms step_avg:57.58ms
step:47/5100 train_loss:6.4023 train_time:2130ms step_avg:57.58ms
step:48/5100 train_loss:6.5094 train_time:2188ms step_avg:57.59ms
step:49/5100 train_loss:6.8476 train_time:2245ms step_avg:57.56ms
step:50/5100 train_loss:6.5695 train_time:2302ms step_avg:57.54ms
step:51/5100 train_loss:6.6053 train_time:2359ms step_avg:57.54ms
step:52/5100 train_loss:6.4192 train_time:2416ms step_avg:57.53ms
step:53/5100 train_loss:6.7275 train_time:2473ms step_avg:57.50ms
step:54/5100 train_loss:6.0706 train_time:2532ms step_avg:57.54ms
step:55/5100 train_loss:6.4796 train_time:2589ms step_avg:57.53ms
step:56/5100 train_loss:6.9668 train_time:2646ms step_avg:57.52ms
step:57/5100 train_loss:6.3241 train_time:2704ms step_avg:57.53ms
step:58/5100 train_loss:6.5834 train_time:2762ms step_avg:57.55ms
step:59/5100 train_loss:6.5076 train_time:2820ms step_avg:57.54ms
step:60/5100 train_loss:6.3187 train_time:2876ms step_avg:57.53ms
step:61/5100 train_loss:6.6589 train_time:2934ms step_avg:57.53ms
step:62/5100 train_loss:6.8694 train_time:2991ms step_avg:57.51ms
step:63/5100 train_loss:6.7733 train_time:3048ms step_avg:57.52ms
step:64/5100 train_loss:6.6630 train_time:3105ms step_avg:57.50ms
step:65/5100 train_loss:6.5909 train_time:3162ms step_avg:57.50ms
step:66/5100 train_loss:6.6980 train_time:3220ms step_avg:57.49ms
step:67/5100 train_loss:6.3555 train_time:3276ms step_avg:57.48ms
step:68/5100 train_loss:6.7949 train_time:3334ms step_avg:57.49ms
