/workspace/modded-nanogpt/exp/b_mom98.py:27: SyntaxWarning: invalid escape sequence '\s'
step:159/5100 train_loss:5.1937 train_time:21215ms step_avg:142.38ms
step:160/5100 train_loss:5.2328 train_time:21357ms step_avg:142.38ms
step:161/5100 train_loss:5.3328 train_time:21497ms step_avg:142.36ms
step:162/5100 train_loss:5.2479 train_time:21641ms step_avg:142.37ms
step:163/5100 train_loss:5.2788 train_time:21785ms step_avg:142.38ms
step:164/5100 train_loss:5.3518 train_time:21928ms step_avg:142.39ms
step:165/5100 train_loss:5.2776 train_time:22066ms step_avg:142.36ms
step:166/5100 train_loss:5.1676 train_time:22208ms step_avg:142.36ms
step:167/5100 train_loss:5.2039 train_time:22352ms step_avg:142.37ms
step:168/5100 train_loss:5.2565 train_time:22490ms step_avg:142.34ms
step:169/5100 train_loss:5.2931 train_time:22630ms step_avg:142.33ms
step:170/5100 train_loss:5.2989 train_time:22771ms step_avg:142.32ms
step:171/5100 train_loss:5.4883 train_time:22915ms step_avg:142.33ms
step:172/5100 train_loss:5.1822 train_time:23060ms step_avg:142.35ms
step:173/5100 train_loss:5.2343 train_time:23202ms step_avg:142.34ms
step:174/5100 train_loss:5.2342 train_time:23345ms step_avg:142.35ms
step:175/5100 train_loss:5.1990 train_time:23483ms step_avg:142.32ms
step:176/5100 train_loss:5.2139 train_time:23623ms step_avg:142.31ms
step:177/5100 train_loss:5.1515 train_time:23766ms step_avg:142.31ms
step:178/5100 train_loss:5.2857 train_time:23915ms step_avg:142.35ms
step:179/5100 train_loss:5.2298 train_time:24059ms step_avg:142.36ms
step:180/5100 train_loss:5.1255 train_time:24204ms step_avg:142.38ms
step:181/5100 train_loss:5.1191 train_time:24349ms step_avg:142.39ms
step:182/5100 train_loss:5.2054 train_time:24490ms step_avg:142.39ms
step:183/5100 train_loss:5.2351 train_time:24635ms step_avg:142.40ms
step:184/5100 train_loss:5.2015 train_time:24779ms step_avg:142.41ms
step:185/5100 train_loss:5.2280 train_time:24918ms step_avg:142.39ms
step:186/5100 train_loss:5.1257 train_time:25066ms step_avg:142.42ms
step:187/5100 train_loss:5.2047 train_time:25206ms step_avg:142.40ms
step:188/5100 train_loss:5.1745 train_time:25350ms step_avg:142.42ms
step:189/5100 train_loss:5.2425 train_time:25495ms step_avg:142.43ms
step:190/5100 train_loss:5.2263 train_time:25642ms step_avg:142.46ms
step:191/5100 train_loss:5.2406 train_time:25783ms step_avg:142.45ms
step:192/5100 train_loss:5.2372 train_time:25927ms step_avg:142.45ms
step:193/5100 train_loss:5.1337 train_time:26071ms step_avg:142.47ms
step:194/5100 train_loss:5.1585 train_time:26210ms step_avg:142.45ms
step:195/5100 train_loss:5.1983 train_time:26354ms step_avg:142.46ms
step:196/5100 train_loss:5.1350 train_time:26499ms step_avg:142.47ms
step:197/5100 train_loss:5.0889 train_time:26643ms step_avg:142.48ms
step:198/5100 train_loss:5.2133 train_time:26790ms step_avg:142.50ms
step:199/5100 train_loss:5.1987 train_time:26929ms step_avg:142.48ms
step:200/5100 train_loss:5.1362 train_time:27074ms step_avg:142.49ms
step:201/5100 train_loss:5.1334 train_time:27215ms step_avg:142.49ms
step:202/5100 train_loss:5.2338 train_time:27360ms step_avg:142.50ms
step:203/5100 train_loss:4.9866 train_time:27506ms step_avg:142.52ms
step:204/5100 train_loss:5.0648 train_time:27648ms step_avg:142.52ms
step:205/5100 train_loss:5.0851 train_time:27790ms step_avg:142.51ms
step:206/5100 train_loss:5.1366 train_time:27933ms step_avg:142.51ms
step:207/5100 train_loss:5.1729 train_time:28075ms step_avg:142.51ms
step:208/5100 train_loss:5.3082 train_time:28215ms step_avg:142.50ms
step:209/5100 train_loss:5.1327 train_time:28361ms step_avg:142.52ms
step:210/5100 train_loss:5.1702 train_time:28504ms step_avg:142.52ms
step:211/5100 train_loss:5.1501 train_time:28647ms step_avg:142.52ms
step:212/5100 train_loss:5.0904 train_time:28788ms step_avg:142.51ms
step:213/5100 train_loss:5.1356 train_time:28928ms step_avg:142.50ms
step:214/5100 train_loss:5.1075 train_time:29071ms step_avg:142.50ms
step:215/5100 train_loss:5.1605 train_time:29210ms step_avg:142.49ms
step:216/5100 train_loss:5.1857 train_time:29355ms step_avg:142.50ms
step:217/5100 train_loss:5.0868 train_time:29497ms step_avg:142.50ms
step:218/5100 train_loss:5.2497 train_time:29635ms step_avg:142.48ms
step:219/5100 train_loss:5.0379 train_time:29777ms step_avg:142.48ms
step:220/5100 train_loss:5.0933 train_time:29918ms step_avg:142.47ms
step:221/5100 train_loss:5.0365 train_time:30061ms step_avg:142.47ms
step:222/5100 train_loss:5.1155 train_time:30202ms step_avg:142.46ms
step:223/5100 train_loss:5.1092 train_time:30345ms step_avg:142.47ms
step:224/5100 train_loss:5.0490 train_time:30492ms step_avg:142.49ms
step:225/5100 train_loss:5.0915 train_time:30636ms step_avg:142.49ms
step:226/5100 train_loss:4.9647 train_time:30779ms step_avg:142.50ms
step:227/5100 train_loss:5.0838 train_time:30922ms step_avg:142.50ms
step:228/5100 train_loss:5.0188 train_time:31065ms step_avg:142.50ms
step:229/5100 train_loss:5.1590 train_time:31209ms step_avg:142.51ms
step:230/5100 train_loss:5.0687 train_time:31355ms step_avg:142.52ms
step:231/5100 train_loss:5.1363 train_time:31496ms step_avg:142.52ms
step:232/5100 train_loss:5.1744 train_time:31639ms step_avg:142.52ms
step:233/5100 train_loss:4.9236 train_time:31781ms step_avg:142.52ms
step:234/5100 train_loss:5.0575 train_time:31924ms step_avg:142.52ms
step:235/5100 train_loss:5.0160 train_time:32067ms step_avg:142.52ms
step:236/5100 train_loss:5.0005 train_time:32209ms step_avg:142.52ms
step:237/5100 train_loss:5.0513 train_time:32355ms step_avg:142.53ms
step:238/5100 train_loss:5.1296 train_time:32496ms step_avg:142.53ms
step:239/5100 train_loss:5.0788 train_time:32639ms step_avg:142.53ms
step:240/5100 train_loss:5.0343 train_time:32781ms step_avg:142.53ms
step:241/5100 train_loss:4.9590 train_time:32923ms step_avg:142.52ms
step:242/5100 train_loss:4.9517 train_time:33067ms step_avg:142.53ms
step:243/5100 train_loss:5.0141 train_time:33207ms step_avg:142.52ms
step:244/5100 train_loss:5.1512 train_time:33348ms step_avg:142.51ms
step:245/5100 train_loss:5.0034 train_time:33491ms step_avg:142.52ms
step:246/5100 train_loss:5.0464 train_time:33633ms step_avg:142.51ms
step:247/5100 train_loss:4.9811 train_time:33774ms step_avg:142.51ms
step:248/5100 train_loss:4.9971 train_time:33915ms step_avg:142.50ms
step:249/5100 train_loss:5.1343 train_time:34061ms step_avg:142.52ms
step:250/5100 train_loss:4.9203 train_time:34204ms step_avg:142.52ms
step:251/5100 train_loss:5.0194 train_time:34348ms step_avg:142.52ms
step:252/5100 train_loss:5.0809 train_time:34488ms step_avg:142.51ms
step:253/5100 train_loss:4.9601 train_time:34628ms step_avg:142.50ms
step:254/5100 train_loss:4.8870 train_time:34769ms step_avg:142.50ms
step:255/5100 train_loss:4.9222 train_time:34909ms step_avg:142.49ms
step:256/5100 train_loss:5.0985 train_time:35052ms step_avg:142.49ms
step:257/5100 train_loss:5.1377 train_time:35201ms step_avg:142.51ms
step:258/5100 train_loss:4.8990 train_time:35345ms step_avg:142.52ms
step:259/5100 train_loss:5.0465 train_time:35489ms step_avg:142.53ms
